dataset,sample_id,class,label,image_score,query_path
visa,0790,macaroni2,0,0.9884276986122131,dataset\Visa\macaroni2/Data/Images/Normal/0790.JPG
visa,0107,macaroni2,0,0.9972854852676392,dataset\Visa\macaroni2/Data/Images/Normal/0107.JPG
visa,0484,macaroni2,0,0.9958634376525879,dataset\Visa\macaroni2/Data/Images/Normal/0484.JPG
visa,0690,macaroni2,0,0.9916257262229919,dataset\Visa\macaroni2/Data/Images/Normal/0690.JPG
visa,0303,macaroni2,0,0.9948539137840271,dataset\Visa\macaroni2/Data/Images/Normal/0303.JPG
visa,0237,macaroni2,0,0.9886285066604614,dataset\Visa\macaroni2/Data/Images/Normal/0237.JPG
visa,0394,macaroni2,0,0.995814859867096,dataset\Visa\macaroni2/Data/Images/Normal/0394.JPG
visa,0214,macaroni2,0,0.9942751526832581,dataset\Visa\macaroni2/Data/Images/Normal/0214.JPG
visa,0985,macaroni2,0,0.990638017654419,dataset\Visa\macaroni2/Data/Images/Normal/0985.JPG
visa,0657,macaroni2,0,0.992816686630249,dataset\Visa\macaroni2/Data/Images/Normal/0657.JPG
visa,0377,macaroni2,0,0.9967052340507507,dataset\Visa\macaroni2/Data/Images/Normal/0377.JPG
visa,0659,macaroni2,0,0.9842197299003601,dataset\Visa\macaroni2/Data/Images/Normal/0659.JPG
visa,0514,macaroni2,0,0.992820680141449,dataset\Visa\macaroni2/Data/Images/Normal/0514.JPG
visa,0617,macaroni2,0,0.9899817109107971,dataset\Visa\macaroni2/Data/Images/Normal/0617.JPG
visa,0725,macaroni2,0,0.9859806299209595,dataset\Visa\macaroni2/Data/Images/Normal/0725.JPG
visa,0172,macaroni2,0,0.9906031489372253,dataset\Visa\macaroni2/Data/Images/Normal/0172.JPG
visa,0996,macaroni2,0,0.9947602152824402,dataset\Visa\macaroni2/Data/Images/Normal/0996.JPG
visa,0483,macaroni2,0,0.9943389296531677,dataset\Visa\macaroni2/Data/Images/Normal/0483.JPG
visa,0654,macaroni2,0,0.9948233366012573,dataset\Visa\macaroni2/Data/Images/Normal/0654.JPG
visa,0400,macaroni2,0,0.9855508804321289,dataset\Visa\macaroni2/Data/Images/Normal/0400.JPG
visa,0469,macaroni2,0,0.9947339296340942,dataset\Visa\macaroni2/Data/Images/Normal/0469.JPG
visa,0525,macaroni2,0,0.9932224750518799,dataset\Visa\macaroni2/Data/Images/Normal/0525.JPG
visa,0170,macaroni2,0,0.9904711246490479,dataset\Visa\macaroni2/Data/Images/Normal/0170.JPG
visa,0631,macaroni2,0,0.9804019331932068,dataset\Visa\macaroni2/Data/Images/Normal/0631.JPG
visa,0685,macaroni2,0,0.9908910393714905,dataset\Visa\macaroni2/Data/Images/Normal/0685.JPG
visa,0320,macaroni2,0,0.9934892654418945,dataset\Visa\macaroni2/Data/Images/Normal/0320.JPG
visa,0869,macaroni2,0,0.9831079244613647,dataset\Visa\macaroni2/Data/Images/Normal/0869.JPG
visa,0423,macaroni2,0,0.9922829270362854,dataset\Visa\macaroni2/Data/Images/Normal/0423.JPG
visa,0417,macaroni2,0,0.9952178001403809,dataset\Visa\macaroni2/Data/Images/Normal/0417.JPG
visa,0751,macaroni2,0,0.9922283291816711,dataset\Visa\macaroni2/Data/Images/Normal/0751.JPG
visa,0764,macaroni2,0,0.9953253269195557,dataset\Visa\macaroni2/Data/Images/Normal/0764.JPG
visa,0967,macaroni2,0,0.9926601052284241,dataset\Visa\macaroni2/Data/Images/Normal/0967.JPG
visa,0730,macaroni2,0,0.9882035851478577,dataset\Visa\macaroni2/Data/Images/Normal/0730.JPG
visa,0306,macaroni2,0,0.995572566986084,dataset\Visa\macaroni2/Data/Images/Normal/0306.JPG
visa,0011,macaroni2,0,0.996245801448822,dataset\Visa\macaroni2/Data/Images/Normal/0011.JPG
visa,0215,macaroni2,0,0.9960142374038696,dataset\Visa\macaroni2/Data/Images/Normal/0215.JPG
visa,0159,macaroni2,0,0.9910330176353455,dataset\Visa\macaroni2/Data/Images/Normal/0159.JPG
visa,0629,macaroni2,0,0.9928494691848755,dataset\Visa\macaroni2/Data/Images/Normal/0629.JPG
visa,0694,macaroni2,0,0.9864231944084167,dataset\Visa\macaroni2/Data/Images/Normal/0694.JPG
visa,0518,macaroni2,0,0.9951812624931335,dataset\Visa\macaroni2/Data/Images/Normal/0518.JPG
visa,0026,macaroni2,0,0.9877721071243286,dataset\Visa\macaroni2/Data/Images/Normal/0026.JPG
visa,0844,macaroni2,0,0.9942294359207153,dataset\Visa\macaroni2/Data/Images/Normal/0844.JPG
visa,0953,macaroni2,0,0.9919270277023315,dataset\Visa\macaroni2/Data/Images/Normal/0953.JPG
visa,0900,macaroni2,0,0.9946655035018921,dataset\Visa\macaroni2/Data/Images/Normal/0900.JPG
visa,0402,macaroni2,0,0.9918436408042908,dataset\Visa\macaroni2/Data/Images/Normal/0402.JPG
visa,0621,macaroni2,0,0.9930960536003113,dataset\Visa\macaroni2/Data/Images/Normal/0621.JPG
visa,0294,macaroni2,0,0.9939135909080505,dataset\Visa\macaroni2/Data/Images/Normal/0294.JPG
visa,0016,macaroni2,0,0.9945695996284485,dataset\Visa\macaroni2/Data/Images/Normal/0016.JPG
visa,0046,macaroni2,0,0.9893576502799988,dataset\Visa\macaroni2/Data/Images/Normal/0046.JPG
visa,0705,macaroni2,0,0.9968245029449463,dataset\Visa\macaroni2/Data/Images/Normal/0705.JPG
visa,0208,macaroni2,0,0.9910138249397278,dataset\Visa\macaroni2/Data/Images/Normal/0208.JPG
visa,0674,macaroni2,0,0.9918185472488403,dataset\Visa\macaroni2/Data/Images/Normal/0674.JPG
visa,0427,macaroni2,0,0.9962294697761536,dataset\Visa\macaroni2/Data/Images/Normal/0427.JPG
visa,0552,macaroni2,0,0.9932975172996521,dataset\Visa\macaroni2/Data/Images/Normal/0552.JPG
visa,0804,macaroni2,0,0.9846081137657166,dataset\Visa\macaroni2/Data/Images/Normal/0804.JPG
visa,0333,macaroni2,0,0.9916893243789673,dataset\Visa\macaroni2/Data/Images/Normal/0333.JPG
visa,0027,macaroni2,0,0.9752116799354553,dataset\Visa\macaroni2/Data/Images/Normal/0027.JPG
visa,0100,macaroni2,0,0.9918918609619141,dataset\Visa\macaroni2/Data/Images/Normal/0100.JPG
visa,0800,macaroni2,0,0.9908393025398254,dataset\Visa\macaroni2/Data/Images/Normal/0800.JPG
visa,0923,macaroni2,0,0.9797424674034119,dataset\Visa\macaroni2/Data/Images/Normal/0923.JPG
visa,0755,macaroni2,0,0.9914647936820984,dataset\Visa\macaroni2/Data/Images/Normal/0755.JPG
visa,0013,macaroni2,0,0.9949145317077637,dataset\Visa\macaroni2/Data/Images/Normal/0013.JPG
visa,0297,macaroni2,0,0.9935826659202576,dataset\Visa\macaroni2/Data/Images/Normal/0297.JPG
visa,0768,macaroni2,0,0.9963776469230652,dataset\Visa\macaroni2/Data/Images/Normal/0768.JPG
visa,0457,macaroni2,0,0.9922600388526917,dataset\Visa\macaroni2/Data/Images/Normal/0457.JPG
visa,0520,macaroni2,0,0.9881210327148438,dataset\Visa\macaroni2/Data/Images/Normal/0520.JPG
visa,0952,macaroni2,0,0.994454562664032,dataset\Visa\macaroni2/Data/Images/Normal/0952.JPG
visa,0871,macaroni2,0,0.99488765001297,dataset\Visa\macaroni2/Data/Images/Normal/0871.JPG
visa,0811,macaroni2,0,0.9927951693534851,dataset\Visa\macaroni2/Data/Images/Normal/0811.JPG
visa,0174,macaroni2,0,0.9922168254852295,dataset\Visa\macaroni2/Data/Images/Normal/0174.JPG
visa,0648,macaroni2,0,0.9955975413322449,dataset\Visa\macaroni2/Data/Images/Normal/0648.JPG
visa,0261,macaroni2,0,0.9962051510810852,dataset\Visa\macaroni2/Data/Images/Normal/0261.JPG
visa,0784,macaroni2,0,0.9897528886795044,dataset\Visa\macaroni2/Data/Images/Normal/0784.JPG
visa,0935,macaroni2,0,0.992052435874939,dataset\Visa\macaroni2/Data/Images/Normal/0935.JPG
visa,0286,macaroni2,0,0.9941624999046326,dataset\Visa\macaroni2/Data/Images/Normal/0286.JPG
visa,0779,macaroni2,0,0.9882630705833435,dataset\Visa\macaroni2/Data/Images/Normal/0779.JPG
visa,0363,macaroni2,0,0.9929473400115967,dataset\Visa\macaroni2/Data/Images/Normal/0363.JPG
visa,0619,macaroni2,0,0.9932138919830322,dataset\Visa\macaroni2/Data/Images/Normal/0619.JPG
visa,0024,macaroni2,0,0.9948470592498779,dataset\Visa\macaroni2/Data/Images/Normal/0024.JPG
