model,dataset,class,defect_type,sample_id,image_score,query_path
adaptclip,visa,macaroni2,good,545.0,0.979903280735016,dataset/Visa/macaroni2/Data/Images/Normal/0545.JPG
adaptclip,visa,macaroni2,good,377.0,0.9717267155647278,dataset/Visa/macaroni2/Data/Images/Normal/0377.JPG
adaptclip,visa,macaroni2,good,178.0,0.971668303012848,dataset/Visa/macaroni2/Data/Images/Normal/0178.JPG
adaptclip,visa,macaroni2,good,11.0,0.9715927243232728,dataset/Visa/macaroni2/Data/Images/Normal/0011.JPG
adaptclip,visa,macaroni2,good,24.0,0.9702360033988952,dataset/Visa/macaroni2/Data/Images/Normal/0024.JPG
adaptclip,visa,macaroni2,good,844.0,0.9702237248420716,dataset/Visa/macaroni2/Data/Images/Normal/0844.JPG
adaptclip,visa,macaroni2,good,768.0,0.9700966477394104,dataset/Visa/macaroni2/Data/Images/Normal/0768.JPG
adaptclip,visa,macaroni2,good,483.0,0.9686861634254456,dataset/Visa/macaroni2/Data/Images/Normal/0483.JPG
adaptclip,visa,macaroni2,good,469.0,0.9682416915893556,dataset/Visa/macaroni2/Data/Images/Normal/0469.JPG
adaptclip,visa,macaroni2,good,417.0,0.9678843021392822,dataset/Visa/macaroni2/Data/Images/Normal/0417.JPG
