model,dataset,class,defect_type,sample_id,image_score,query_path
anomalyclip,mvtec,transistor,good,51,0.9059619307518004,dataset\MVTec\transistor/test/good/051.png
anomalyclip,mvtec,transistor,good,58,0.8937979936599731,dataset\MVTec\transistor/test/good/058.png
anomalyclip,mvtec,transistor,good,40,0.8806477189064026,dataset\MVTec\transistor/test/good/040.png
anomalyclip,mvtec,transistor,good,46,0.8783032894134521,dataset\MVTec\transistor/test/good/046.png
anomalyclip,mvtec,transistor,good,49,0.8760347366333008,dataset\MVTec\transistor/test/good/049.png
anomalyclip,mvtec,transistor,good,52,0.8714788556098938,dataset\MVTec\transistor/test/good/052.png
anomalyclip,mvtec,transistor,good,17,0.8654749989509583,dataset\MVTec\transistor/test/good/017.png
anomalyclip,mvtec,transistor,good,44,0.8626152276992798,dataset\MVTec\transistor/test/good/044.png
anomalyclip,mvtec,transistor,good,36,0.8556211590766907,dataset\MVTec\transistor/test/good/036.png
anomalyclip,mvtec,transistor,good,39,0.8529428839683533,dataset\MVTec\transistor/test/good/039.png
