model,dataset,class,defect_type,sample_id,image_score,query_path
winclip,visa,pcb3,Anomaly,7.0,0.035675048828125,dataset\Visa\pcb3/Data/Images/Anomaly/007.JPG
winclip,visa,pcb3,Anomaly,40.0,0.03790283203125,dataset\Visa\pcb3/Data/Images/Anomaly/040.JPG
winclip,visa,pcb3,Anomaly,45.0,0.0390625,dataset\Visa\pcb3/Data/Images/Anomaly/045.JPG
winclip,visa,pcb3,Anomaly,68.0,0.0390625,dataset\Visa\pcb3/Data/Images/Anomaly/068.JPG
winclip,visa,pcb3,Anomaly,0.0,0.041473388671875,dataset\Visa\pcb3/Data/Images/Anomaly/000.JPG
winclip,visa,pcb3,Anomaly,86.0,0.042083740234375,dataset\Visa\pcb3/Data/Images/Anomaly/086.JPG
winclip,visa,pcb3,Anomaly,34.0,0.043365478515625,dataset\Visa\pcb3/Data/Images/Anomaly/034.JPG
winclip,visa,pcb3,Anomaly,55.0,0.04400634765625,dataset\Visa\pcb3/Data/Images/Anomaly/055.JPG
winclip,visa,pcb3,Anomaly,64.0,0.044677734375,dataset\Visa\pcb3/Data/Images/Anomaly/064.JPG
winclip,visa,pcb3,Anomaly,79.0,0.044677734375,dataset\Visa\pcb3/Data/Images/Anomaly/079.JPG
