model,dataset,class,defect_type,sample_id,image_score,query_path
anomalyclip,visa,pcb3,good,994.0,0.9260427355766296,dataset\Visa\pcb3/Data/Images/Normal/0994.JPG
anomalyclip,visa,pcb3,good,320.0,0.9196273684501648,dataset\Visa\pcb3/Data/Images/Normal/0320.JPG
anomalyclip,visa,pcb3,good,100.0,0.9189930558204652,dataset\Visa\pcb3/Data/Images/Normal/0100.JPG
anomalyclip,visa,pcb3,good,972.0,0.9165249466896056,dataset\Visa\pcb3/Data/Images/Normal/0972.JPG
anomalyclip,visa,pcb3,good,615.0,0.9156019687652588,dataset\Visa\pcb3/Data/Images/Normal/0615.JPG
anomalyclip,visa,pcb3,good,402.0,0.9091323614120485,dataset\Visa\pcb3/Data/Images/Normal/0402.JPG
anomalyclip,visa,pcb3,good,483.0,0.9069715738296508,dataset\Visa\pcb3/Data/Images/Normal/0483.JPG
anomalyclip,visa,pcb3,good,514.0,0.9066396355628968,dataset\Visa\pcb3/Data/Images/Normal/0514.JPG
anomalyclip,visa,pcb3,good,974.0,0.906455934047699,dataset\Visa\pcb3/Data/Images/Normal/0974.JPG
anomalyclip,visa,pcb3,good,958.0,0.9033976197242736,dataset\Visa\pcb3/Data/Images/Normal/0958.JPG
